CountryOrTerritory,ReportingYear,UpdateTime,StationLocalId,SamplingPointLocalId,SamplingPoint_Latitude,SamplingPoint_Longitude,Municipality,Pollutant,AggregationType,Namespace,Unit,BeginPosition,EndPosition,Validity,Verification,DataCoverage,DataCapture,TimeCoverage,AQValue
France,2019,2020-11-21T23:14:17.13Z,STA-FR25051,SPO-FR25051_5,49.91800700000001,1.0739719999999999,Dieppe,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.29452055,100,97.29452055,25.141464
France,2019,2020-11-21T23:14:17.13Z,STA-FR30027,SPO-FR30027_5,48.56544499999999,6.1295780000000013,Nancy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.74657534,100,96.74657534,17.454843
France,2019,2020-11-21T23:14:17.13Z,STA-FR30030,SPO-FR30030_5,48.614913999999999,6.1076720000000009,Nancy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,88.16210046,100,88.16210046,19.735193
France,2019,2020-11-21T23:14:17.13Z,STA-FR38011,SPO-FR38011_5,-21.334406000000001,55.459059999999994,Saint-Pierre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.36757991,100,98.36757991,21.400823
France,2019,2020-11-21T23:14:17.13Z,STA-FR41003,SPO-FR41003_5,41.96444300000001,8.8202780000000001,Ajaccio,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,90.17123288,100,90.17123288,22.705861
France,2019,2020-11-21T23:14:17.13Z,STA-FR21040,SPO-FR21040_5,49.116389999999988,-1.084722,Saint-LÃ´,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.17351598,100,98.17351598,15.723662
France,2019,2020-11-21T23:14:17.13Z,STA-FR07059,SPO-FR07059_5,46.130432000000006,3.425694,Vichy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.10045662,100,97.10045662,13.547049
France,2019,2020-11-21T23:14:17.13Z,STA-FR82070,SPO-FR82070_5,47.351287999999997,6.3597219999999997,BesanÃ§on,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.43607306,100,98.43607306,16.437365
France,2019,2020-11-21T23:14:17.13Z,STA-FR09301,SPO-FR09301_5,46.824367999999986,-0.135461,Airvault,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.85388128,100,87.85388128,16.318061
France,2019,2020-11-21T23:14:17.13Z,STA-FR10041,SPO-FR10041_5,50.74823,2.2597800000000001,Saint-Omer,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.64840183,100,92.64840183,19.37325
France,2019,2020-11-21T23:14:17.13Z,STA-FR30021,SPO-FR30021_5,48.621501999999992,6.194922,Nancy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.56621005,100,94.56621005,17.438
France,2019,2020-11-21T23:14:17.13Z,STA-FR31036,SPO-FR31036_5,43.704722999999994,-1.038611,Arrondissement de Dax,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.1803653,100,97.1803653,17.528814
France,2019,2020-11-21T23:14:17.13Z,STA-FR37001,SPO-FR37001_5,16.257306999999994,-61.591723999999999,Basse-Terre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.54109589,100,91.54109589,17.848048
France,2019,2020-11-21T23:14:17.13Z,STA-FR01019,SPO-FR01019_5,49.368609999999997,6.1608310000000008,Thionville,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,84.65753425,100,84.65753425,15.632753
France,2019,2020-11-21T23:14:17.13Z,STA-FR16057,SPO-FR16057_5,47.757435000000001,7.3472940000000007,Mulhouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.26027397,100,92.26027397,16.307696
France,2019,2020-11-21T23:14:17.13Z,STA-FR25048,SPO-FR25048_5,49.428055000000008,1.0577780000000001,Rouen,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.26484018,100,98.26484018,18.750185
France,2019,2020-11-21T23:14:17.13Z,STA-FR34046,SPO-FR34046_5,48.729700000000001,1.358463,Dreux,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.23744292,100,97.23744292,12.124125
France,2019,2020-11-21T23:14:17.13Z,STA-FR08030,SPO-FR08030_5,43.609974000000001,3.8986109999999998,Montpellier,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.5456621,100,97.5456621,18.429666
France,2019,2020-11-21T23:14:17.13Z,STA-FR19002,SPO-FR19002_5,48.108609999999992,-1.6658600000000001,Quartiers Centre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.02968037,100,99.02968037,18.153325
France,2019,2020-11-21T23:14:17.13Z,STA-FR21031,SPO-FR21031_5,48.445552999999997,0.110833,AlenÃ§on,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.75114155,100,92.75114155,13.555704
France,2019,2020-11-21T23:14:17.13Z,STA-FR38023,SPO-FR38023_5,-21.331703000000001,55.47894999999999,Saint-Pierre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.53424658,100,92.53424658,21.918813
France,2019,2020-11-21T23:14:17.13Z,STA-FR03029,SPO-FR03029_5,43.530285000000006,5.4409120000000009,Aix-en-Provence,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.92922374,100,96.92922374,18.612613
France,2019,2020-11-21T23:14:17.13Z,STA-FR03071,SPO-FR03071_5,43.131109999999993,5.9241840000000003,Toulon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.75570776,100,98.75570776,23.315466
France,2019,2020-11-21T23:14:17.13Z,STA-FR04123,SPO-FR04123_5,48.902219999999993,2.3908330000000002,Bobigny,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.16894977,100,97.16894977,28.189602
France,2019,2020-11-21T23:14:17.13Z,STA-FR09399,SPO-FR09399_5,46.321746999999988,-0.465972,Niort,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.67351598,100,95.67351598,20.509008
France,2019,2020-11-21T23:14:17.13Z,STA-FR14042,SPO-FR14042_5,48.645835999999996,4.9661109999999997,Saint-Dizier,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,84.57762557,100,84.57762557,16.427264
France,2019,2020-11-21T23:14:17.13Z,STA-FR20031,SPO-FR20031_5,45.707799999999999,4.8643999999999998,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.4109589,100,95.4109589,19.208135
France,2019,2020-11-21T23:14:17.13Z,STA-FR23123,SPO-FR23123_5,48.069429999999997,-0.76769199999999993,Laval,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.96118721,100,98.96118721,14.799307
France,2019,2020-11-21T23:14:17.13Z,STA-FR24023,SPO-FR24023_5,43.78875,7.332382,Nice,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,88.73287671,100,88.73287671,27.2956
France,2019,2020-11-21T23:14:17.13Z,STA-FR26014,SPO-FR26014_5,47.325744999999998,5.0410560000000002,Dijon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.79908676,100,95.79908676,13.43769
France,2019,2020-11-21T23:14:17.13Z,STA-FR28022,SPO-FR28022_5,50.308859999999996,2.807369,Arras,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.1347032,100,92.1347032,19.618634
France,2019,2020-11-21T23:14:17.13Z,STA-FR38020,SPO-FR38020_5,-21.009739000000003,55.272675,Saint-Paul,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.02054795,100,92.02054795,12.082657
France,2019,2020-11-21T23:14:17.13Z,STA-FR04156,SPO-FR04156_5,48.902503999999993,2.4525000000000001,Bobigny,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.02283105,100,95.02283105,18.490509
France,2019,2020-11-21T23:14:17.13Z,STA-FR18019,SPO-FR18019_5,49.276386000000002,2.482167,Senlis,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,80.95890411,100,80.95890411,18.532459
France,2019,2020-11-21T23:14:17.13Z,STA-FR08713,SPO-FR08713_5,42.684024999999998,2.9034529999999998,Perpignan,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.25342466,100,98.25342466,14.324526
France,2019,2020-11-21T23:14:17.13Z,STA-FR12044,SPO-FR12044_5,43.634003,1.3759999999999997,Toulouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.75570776,100,98.75570776,14.186417
France,2019,2020-11-21T23:14:17.13Z,STA-FR16069,SPO-FR16069_5,47.747684,7.321364,Mulhouse,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.21232877,100,99.21232877,19.405741
France,2019,2020-11-21T23:14:17.13Z,STA-FR20069,SPO-FR20069_5,45.774819999999991,4.8985719999999997,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.41324201,100,98.41324201,23.182786
France,2019,2020-11-21T23:14:17.13Z,STA-FR33213,SPO-FR33213_5,46.190810000000006,6.2355359999999989,Saint-Julien-en-Genevois,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.6803653,100,94.6803653,19.748685
France,2019,2020-11-21T23:14:17.13Z,STA-FR01020,SPO-FR01020_5,49.358336999999992,6.1569419999999999,Thionville,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,93.55022831,100,93.55022831,17.421122
France,2019,2020-11-21T23:14:17.13Z,STA-FR07057,SPO-FR07057_5,46.561973999999999,3.3406389000000005,Moulins,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.65981735,100,97.65981735,14.512647
France,2019,2020-11-21T23:14:17.13Z,STA-FR24033,SPO-FR24033_5,44.555194999999998,6.0730149999999998,Gap,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.82191781,100,95.82191781,18.328734
France,2019,2020-11-21T23:14:17.13Z,STA-FR03014,SPO-FR03014_5,43.348049999999994,5.3601190000000001,Marseille,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,87.11187215,100,87.11187215,20.46851
France,2019,2020-11-21T23:14:17.13Z,STA-FR14051,SPO-FR14051_5,49.745277000000002,4.7191670000000006,Charleville-MÃ©ziÃ¨res,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.74657534,100,91.74657534,18.37392
France,2019,2020-11-21T23:14:17.13Z,STA-FR24021,SPO-FR24021_5,43.786583,7.3732830000000007,Nice,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.03881279,100,96.03881279,21.590253
France,2019,2020-11-21T23:14:17.13Z,STA-FR32002,SPO-FR32002_5,46.821055999999999,4.835083,Chalon-sur-SaÃ´ne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.15753425,100,97.15753425,14.028116
France,2019,2020-11-21T23:14:17.13Z,STA-FR03006,SPO-FR03006_5,43.276449999999997,5.397359999999999,Marseille,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.56392694,100,96.56392694,33.202529
France,2019,2020-11-21T23:14:17.13Z,STA-FR04181,SPO-FR04181_5,48.633729999999993,1.8305289999999999,Rambouillet,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.47260274,100,96.47260274,15.12557
France,2019,2020-11-21T23:14:17.13Z,STA-FR15048,SPO-FR15048_5,45.279699999999998,5.8822000000000001,Grenoble,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,85.34246575,100,85.34246575,14.249264
France,2019,2020-11-21T23:14:17.13Z,STA-FR24035,SPO-FR24035_5,43.68929,7.2420739999999997,Nice,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.34703196,100,96.34703196,29.857559
France,2019,2020-11-21T23:14:17.13Z,STA-FR26012,SPO-FR26012_5,47.274760000000001,4.0994760000000001,ChÃ¢teau-Chinon (Ville),Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,92.23744292,100,92.23744292,11.03172
France,2019,2020-11-21T23:14:17.13Z,STA-FR16302,SPO-FR16302_5,48.492992000000001,7.1298000000000004,Molsheim,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.35159817,100,97.35159817,7.631249
France,2019,2020-11-21T23:14:17.13Z,STA-FR25039,SPO-FR25039_5,49.021340000000002,1.1483190000000001,Ã‰vreux,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.85616438,100,95.85616438,15.534321
France,2019,2020-11-21T23:14:17.13Z,STA-FR26017,SPO-FR26017_5,46.996826000000006,3.1710919999999998,Nevers,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.25799087,100,94.25799087,12.149012
France,2019,2020-11-21T23:14:17.13Z,STA-FR29426,SPO-FR29426_5,45.475327,4.515003000000001,Saint-Ã‰tienne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.25570776,100,96.25570776,12.502122
France,2019,2020-11-21T23:14:17.13Z,STA-FR34061,SPO-FR34061_5,47.594249999999995,1.302662,Blois,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.25799087,100,99.25799087,14.194422
France,2019,2020-11-21T23:14:17.13Z,STA-FR01005,SPO-FR01005_5,49.324721999999994,6.0761079999999996,Thionville,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.59589041,100,98.59589041,13.835486
France,2019,2020-11-21T23:14:17.13Z,STA-FR14031,SPO-FR14031_5,48.30166599999999,4.0769440000000001,Troyes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.80365297,100,96.80365297,16.008573
France,2019,2020-11-21T23:14:17.13Z,STA-FR29429,SPO-FR29429_5,45.533423999999997,4.623939,Saint-Ã‰tienne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.19863014,100,96.19863014,14.806194
France,2019,2020-11-21T23:14:17.13Z,STA-FR05074,SPO-FR05074_5,49.489629999999991,0.100703,Le Havre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.94977169,100,98.94977169,18.227745
France,2019,2020-11-21T23:14:17.13Z,STA-FR20037,SPO-FR20037_5,45.601899999999993,4.8022000000000009,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Not valid,Verified,67.67123288,100,67.67123288,17.841953
France,2019,2020-11-21T23:14:17.13Z,STA-FR42010,SPO-FR42010_5,48.57280699999999,7.7678330000000004,Strasbourg,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Not valid,Verified,11.92922374,100,11.92922374,19.946124
France,2019,2020-11-21T23:14:17.13Z,STA-FR04143,SPO-FR04143_5,48.859000000000002,2.351,Paris,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Not valid,Verified,68.77853881,100,68.77853881,20.549576
France,2019,2020-11-21T23:14:17.13Z,STA-FR39011,SPO-FR39011_5,14.614199999999999,-61.053100000000001,Fort-de-France,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Not valid,Verified,22.71689498,100,22.71689498,31.489296
France,2019,2020-11-21T23:14:17.13Z,STA-FR10026,SPO-FR10026_5,50.957799999999992,1.89008,Calais,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.81506849,100,96.81506849,21.181877
France,2019,2020-11-21T23:14:17.13Z,STA-FR41059,SPO-FR41059_5,41.925750000000001,8.7382779999999993,Ajaccio,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.92922374,100,96.92922374,26.813484
France,2019,2020-11-21T23:14:17.13Z,STA-FR05083,SPO-FR05083_5,49.502729999999993,0.232486,Le Havre,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.98630137,100,96.98630137,17.64528
France,2019,2020-11-21T23:14:17.13Z,STA-FR09019,SPO-FR09019_5,46.329585999999992,-0.45888899999999994,Niort,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.5,100,97.5,15.434129
France,2019,2020-11-21T23:14:17.13Z,STA-FR20046,SPO-FR20046_5,45.778900000000007,4.9247000000000005,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.86986301,100,98.86986301,16.15079
France,2019,2020-11-21T23:14:17.13Z,STA-FR07061,SPO-FR07061_5,45.896739999999994,3.1222539999999999,Riom,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,95.28538813,100,95.28538813,13.510351
France,2019,2020-11-21T23:14:17.13Z,STA-FR10029,SPO-FR10029_5,50.99593999999999,2.3662700000000001,Dunkerque,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.00456621,100,96.00456621,18.410832
France,2019,2020-11-21T23:14:17.13Z,STA-FR14033,SPO-FR14033_5,48.295001999999997,4.0502779999999996,Troyes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,84.78310502,100,84.78310502,17.019765
France,2019,2020-11-21T23:14:17.13Z,STA-FR18039,SPO-FR18039_5,50.129447999999996,1.610833,Abbeville,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,90.2283105,100,90.2283105,19.949962
France,2019,2020-11-21T23:14:17.13Z,STA-FR19033,SPO-FR19033_5,47.648919999999983,-2.7639900000000002,Vannes,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.85844749,100,98.85844749,13.594457
France,2019,2020-11-21T23:14:17.13Z,STA-FR20017,SPO-FR20017_5,45.735289999999992,4.8297939999999997,Lyon,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.34018265,100,97.34018265,16.370481
France,2019,2020-11-21T23:14:17.13Z,STA-FR29439,SPO-FR29439_5,45.481777000000001,4.4296670000000002,Saint-Ã‰tienne,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,96.99771689,100,96.99771689,16.301541
France,2019,2020-11-21T23:14:17.13Z,STA-FR33101,SPO-FR33101_5,45.564719999999994,5.9283330000000012,ChambÃ©ry,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,99.13242009,100,99.13242009,13.328454
France,2019,2020-11-21T23:14:17.13Z,STA-FR35002,SPO-FR35002_5,45.889999999999993,0.90000000000000002,Rochechouart,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.956621,100,97.956621,13.595559
France,2019,2020-11-21T23:14:17.13Z,STA-FR82060,SPO-FR82060_5,47.61999999999999,6.1576110000000002,Vesoul,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.02511416,100,98.02511416,14.779701
France,2019,2020-11-21T23:14:17.13Z,STA-FR01015,SPO-FR01015_5,48.884723999999999,6.0513919999999999,Nancy,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.28310502,100,97.28310502,16.985824
France,2019,2020-11-21T23:14:17.13Z,STA-FR02013,SPO-FR02013_5,43.458926999999996,4.9345719999999993,Istres,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,91.59817352,100,91.59817352,19.847121
France,2019,2020-11-21T23:14:17.13Z,STA-FR03067,SPO-FR03067_5,43.398729999999993,6.0756110000000003,Brignoles,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,98.86986301,100,98.86986301,19.497205
France,2019,2020-11-21T23:14:17.13Z,STA-FR06007,SPO-FR06007_5,50.27935999999999,3.9769100000000002,Avesnes-sur-Helpe,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,94.50913242,100,94.50913242,16.48931
France,2019,2020-11-21T23:14:17.13Z,STA-FR07056,SPO-FR07056_5,44.983770000000007,4.2260059999999999,Le Puy-en-Velay,Particulate matter < 10 Âµm (aerosol),Annual mean / 1 calendar year,FR.LCSQA-INERIS.AQ,ug.m-3,2019-01-01,2020-01-01,Valid,Verified,97.61415525,100,97.61415525,9.655666
